second;engine speed (rpm);vehicle speed (km/h);engine temperature (C);Fuel Amount (L);CO2 Emission;CoolantTemp;Torque;KmPerLiter
2513;875;70;131,25;17,84689558;83;100;109;6.5
2514;875;70;131,25;17,82925682;81;106;169;7.19
2515;875;70;131,25;17,81161806;90;127;140;6.8
2516;875;70;131,25;17,7939793;99;130;168;7.57
2517;875;70;131,25;17,77634055;97;137;154;12.55
2518;875;70;131,25;17,75870179;90;143;109;6.05
2519;812,5;65;121,875;17,74232294;87;134;176;12.25
2520;812,5;65;121,875;17,72594409;52;108;125;11.05
2521;812,5;65;121,875;17,70956525;59;97;130;12.8
2522;812,5;65;121,875;17,6931864;95;129;116;11.73
2523;562,5;45;84,375;17,6818472;74;118;175;7.38
2524;562,5;45;84,375;17,670508;55;128;192;12.79
2525;562,5;45;84,375;17,65916879;81;128;125;8.38
2526;562,5;45;84,375;17,64782959;60;120;111;6.16
2527;562,5;45;84,375;17,63649039;95;142;137;9.38
2528;187,5;15;28,125;17,63271066;81;135;113;6.5
2529;187,5;15;28,125;17,62893092;56;136;183;10.81
2530;562,5;45;84,375;17,61759172;66;116;178;6.93
2531;687,5;55;103,125;17,6037327;71;140;138;9.6
2532;687,5;55;103,125;17,58987367;72;109;134;12.53
2533;687,5;55;103,125;17,57601465;99;130;141;6.01
2534;812,5;65;121,875;17,5596358;74;104;177;10.44
2535;812,5;65;121,875;17,54325695;73;90;196;9.77
2536;812,5;65;121,875;17,52687811;81;133;174;12.68
2537;812,5;65;121,875;17,51049926;95;125;132;7.66
2538;812,5;65;121,875;17,49412041;85;143;122;6.65
2539;812,5;65;121,875;17,47774157;66;127;134;11.73
2540;812,5;65;121,875;17,46136272;70;95;174;10.49
2541;950;76;142,5;17,44221207;71;149;175;6.12
2542;950;76;142,5;17,42306142;83;134;173;9.21
2543;950;76;142,5;17,40391076;98;109;129;8.57
2544;950;76;142,5;17,38476011;70;146;105;10.03
2545;962,5;77;144,375;17,36535748;52;140;173;6.27
2546;962,5;77;144,375;17,34595484;54;106;156;9.97
2547;962,5;77;144,375;17,32655221;71;106;144;10.13
2548;962,5;77;144,375;17,30714958;77;95;160;12.09
2549;962,5;77;144,375;17,28774694;94;133;117;11.45
2550;1087,5;87;163,125;17,26582449;59;103;147;12.89
2551;1087,5;87;163,125;17,24390203;69;123;101;12.19
2552;1087,5;87;163,125;17,22197957;95;118;108;10.63
2553;1087,5;87;163,125;17,20005712;79;92;147;10.04
2554;712,5;57;106,875;17,18569413;69;97;189;8.86
2555;712,5;57;106,875;17,17133114;86;128;152;7.28
2556;712,5;57;106,875;17,15696815;81;140;188;9.42
2557;712,5;57;106,875;17,14260516;86;100;100;11.52
2558;712,5;57;106,875;17,12824217;87;98;157;9.91
2559;812,5;65;121,875;17,11186332;52;139;182;6.04
2560;812,5;65;121,875;17,09548448;88;138;188;12.43
2561;812,5;65;121,875;17,07910563;93;128;160;11.56
2562;975;78;146,25;17,05945101;60;126;147;8.33
2563;975;78;146,25;17,0397964;59;129;142;10.51
2564;975;78;146,25;17,02014178;69;102;188;11.26
2565;975;78;146,25;17,00048717;54;111;119;11.25
2566;975;78;146,25;16,98083255;91;129;182;6.6
2567;975;78;146,25;16,96117793;59;110;197;11.09
2568;975;78;146,25;16,94152332;71;127;114;9.63
2569;937,5;75;140,625;16,92262465;87;135;127;11.81
2570;937,5;75;140,625;16,90372598;72;111;127;9.0
2571;937,5;75;140,625;16,88482731;61;125;156;7.97
2572;937,5;75;140,625;16,86592864;95;135;114;12.11
2573;937,5;75;140,625;16,84702997;55;119;146;10.92
2574;812,5;65;121,875;16,83065112;79;145;197;7.52
2575;812,5;65;121,875;16,81427228;87;119;116;9.94
2576;812,5;65;121,875;16,79789343;85;116;180;9.61
2577;812,5;65;121,875;16,78151458;82;105;141;8.49
2578;700;56;105;16,76740357;66;123;196;10.84
2579;700;56;105;16,75329257;58;138;153;11.81
2580;700;56;105;16,73918156;61;136;116;9.95
2581;700;56;105;16,72507056;64;147;108;8.76
2582;700;56;105;16,71095955;54;93;140;7.84
2583;700;56;105;16,69684854;74;143;163;6.68
2584;575;46;86,25;16,68525736;85;100;151;12.36
2585;575;46;86,25;16,67366617;78;107;156;6.97
2586;575;46;86,25;16,66207499;76;97;170;9.55
2587;712,5;57;106,875;16,647712;92;109;135;10.95
2588;712,5;57;106,875;16,63334901;89;112;126;7.59
2589;712,5;57;106,875;16,61898602;79;130;195;10.19
2590;712,5;57;106,875;16,60462303;51;100;131;12.96
2591;712,5;57;106,875;16,59026005;65;120;110;11.94
2592;825;66;123,75;16,57362922;79;125;143;10.8
2593;825;66;123,75;16,55699839;79;133;119;9.05
2594;825;66;123,75;16,54036756;81;132;150;10.27
2595;825;66;123,75;16,52373673;57;101;141;8.87
2596;825;66;123,75;16,5071059;77;99;104;12.77
2597;950;76;142,5;16,48795525;79;147;183;11.57
2598;950;76;142,5;16,4688046;66;114;144;12.58
2599;687,5;55;103,125;16,45494557;57;120;113;10.13
2600;687,5;55;103,125;16,44108655;66;142;116;9.98
2601;562,5;45;84,375;16,42974735;77;115;167;9.28
2602;562,5;45;84,375;16,41840814;78;91;123;10.44
2603;562,5;45;84,375;16,40706894;60;124;177;10.22
2604;662,5;53;99,375;16,39371388;58;124;174;7.09
2605;662,5;53;99,375;16,38035882;51;106;135;9.3
2606;662,5;53;99,375;16,36700376;94;102;138;11.96
2607;287,5;23;43,125;16,36120817;56;112;102;9.72
2608;400;32;60;16,35314474;86;141;117;8.38
2609;525;42;78,75;16,34256148;59;138;187;9.91
2610;275;22;41,25;16,33701787;93;126;120;6.45
2611;162,5;13;24,375;16,3337421;53;139;154;11.41
2612;62,5;5;9,375;16,33248219;74;103;126;7.81
2613;187,5;15;28,125;16,32870246;78;117;118;8.17
2614;62,5;5;9,375;16,32744255;98;138;125;9.37
2615;187,5;15;28,125;16,32366281;93;147;146;9.33
2616;937,5;75;140,625;16,30476414;83;105;148;10.08
2617;1062,5;85;159,375;16,28334565;58;145;105;8.91
2618;1125;90;168,75;16,26066725;64;139;178;12.95
2619;1125;90;168,75;16,23798885;88;147;115;10.66
2620;1125;90;168,75;16,21531044;58;120;129;11.92
2621;1125;90;168,75;16,19263204;65;146;139;11.15
2622;1125;90;168,75;16,16995364;90;120;141;12.54
2623;1250;100;187,5;16,14475541;93;102;140;7.4
2624;1250;100;187,5;16,11955718;83;121;147;8.96
2625;1250;100;187,5;16,09435896;68;95;111;11.28
2626;1250;100;187,5;16,06916073;63;133;136;12.3
2627;1250;100;187,5;16,04396251;84;112;110;12.05
2628;1250;100;187,5;16,01876428;68;97;119;7.41
2629;600;48;90;16,00666913;77;114;117;9.75
2630;600;48;90;15,99457398;55;99;104;8.92
2631;600;48;90;15,98247883;86;143;104;11.51
2632;437,5;35;65,625;15,97365945;71;147;119;8.25
2633;275;22;41,25;15,96811584;58;129;134;10.45
2634;837,5;67;125,625;15,95123303;87;120;118;8.18
2635;837,5;67;125,625;15,93435022;93;139;193;12.85
2636;1087,5;87;163,125;15,91242777;62;147;154;11.0
2637;1087,5;87;163,125;15,89050531;59;137;159;11.75
2638;1087,5;87;163,125;15,86858285;90;124;186;8.62
2639;1087,5;87;163,125;15,8466604;55;144;100;10.16
2640;1087,5;87;163,125;15,82473794;62;125;180;8.32
2641;537,5;43;80,625;15,8139027;57;117;161;12.2
2642;287,5;23;43,125;15,80810711;91;127;180;6.18
2643;700;56;105;15,7939961;90;137;188;12.47
2644;975;78;146,25;15,77434149;63;146;196;8.17
2645;975;78;146,25;15,75468687;81;142;188;7.37
2646;975;78;146,25;15,73503225;96;116;108;10.37
2647;975;78;146,25;15,71537764;71;122;170;11.95
2648;975;78;146,25;15,69572302;57;110;137;7.6
2649;1225;98;183,75;15,67102876;71;140;170;9.71
2650;1225;98;183,75;15,6463345;83;120;183;8.8
2651;1225;98;183,75;15,62164024;86;147;144;10.71
2652;1225;98;183,75;15,59694598;61;103;179;9.63
2653;950;76;142,5;15,57779532;79;149;119;11.43
2654;950;76;142,5;15,55864467;98;132;151;8.31
2655;950;76;142,5;15,53949402;72;136;152;10.26
2656;700;56;105;15,52538301;66;137;111;11.96
2657;700;56;105;15,51127201;86;93;172;8.83
2658;700;56;105;15,497161;65;98;152;12.74
2659;562,5;45;84,375;15,4858218;93;146;173;10.57
2660;562,5;45;84,375;15,4744826;91;137;177;8.68
2661;150;12;22,5;15,47145881;84;132;112;10.86
2662;287,5;23;43,125;15,46566322;89;136;104;8.41
2663;425;34;63,75;15,45709582;96;108;161;12.73
2664;562,5;45;84,375;15,44575662;66;133;115;10.06
2665;812,5;65;121,875;15,42937777;65;105;187;6.32
2666;1000;80;150;15,40921919;81;118;161;9.9
2667;1000;80;150;15,38906061;51;106;184;11.04
2668;1000;80;150;15,36890203;50;144;102;8.36
2669;1000;80;150;15,34874345;68;104;177;11.48
2670;1000;80;150;15,32858487;63;147;164;11.2
2671;1087,5;87;163,125;15,30666241;89;138;130;12.22
2672;1087,5;87;163,125;15,28473995;63;135;114;8.28
2673;1087,5;87;163,125;15,2628175;56;140;190;9.3
2674;1087,5;87;163,125;15,24089504;57;145;161;6.47
2675;1150;92;172,5;15,21771267;55;108;190;7.69
2676;1150;92;172,5;15,19453031;80;99;146;8.48
2677;1162,5;93;174,375;15,17109595;82;139;166;8.81
2678;1162,5;93;174,375;15,1476616;96;121;154;6.82
2679;962,5;77;144,375;15,12825897;58;121;127;7.22
2680;962,5;77;144,375;15,10885634;60;118;146;10.07
2681;962,5;77;144,375;15,0894537;50;98;148;10.87
2682;975;78;146,25;15,06979909;81;119;105;11.04
2683;1087,5;87;163,125;15,04787663;87;130;135;8.42
2684;1087,5;87;163,125;15,02595417;95;131;162;6.87
2685;1087,5;87;163,125;15,00403172;86;113;196;11.63
2686;1087,5;87;163,125;14,98210926;86;95;157;9.79
2687;1087,5;87;163,125;14,9601868;68;123;109;6.66
2688;1087,5;87;163,125;14,93826435;94;98;187;6.66
2689;1087,5;87;163,125;14,91634189;59;120;190;11.0
2690;975;78;146,25;14,89668727;73;95;159;12.46
2691;975;78;146,25;14,87703266;70;95;135;12.1
2692;975;78;146,25;14,85737804;56;113;182;11.57
2693;975;78;146,25;14,83772342;99;126;193;12.95
2694;875;70;131,25;14,82008467;70;117;141;12.85
2695;875;70;131,25;14,80244591;53;102;118;8.71
2696;875;70;131,25;14,78480715;98;128;152;9.17
2697;875;70;131,25;14,76716839;64;130;182;7.16
2698;875;70;131,25;14,74952963;67;92;160;9.89
2699;812,5;65;121,875;14,73315079;58;133;179;11.9
2700;812,5;65;121,875;14,71677194;69;128;141;11.58
2701;812,5;65;121,875;14,70039309;65;100;154;11.2
2702;812,5;65;121,875;14,68401425;78;135;107;7.65
2703;812,5;65;121,875;14,6676354;78;123;160;7.33
2704;812,5;65;121,875;14,65125655;87;147;122;9.1
2705;750;60;112,5;14,63613762;72;137;174;6.73
2706;750;60;112,5;14,62101868;57;101;195;11.0
2707;750;60;112,5;14,60589974;83;108;144;10.21
2708;750;60;112,5;14,59078081;96;115;138;10.36
2709;750;60;112,5;14,57566187;78;102;151;8.54
2710;875;70;131,25;14,55802312;78;144;175;9.73
2711;875;70;131,25;14,54038436;79;144;132;7.42
2712;875;70;131,25;14,5227456;52;110;193;8.54
2713;875;70;131,25;14,50510684;57;120;125;6.95
2714;875;70;131,25;14,48746808;64;113;197;12.14
2715;875;70;131,25;14,46982932;69;118;143;11.75
2716;875;70;131,25;14,45219057;98;147;171;6.07
2717;875;70;131,25;14,43455181;80;113;146;11.67
2718;875;70;131,25;14,41691305;92;133;104;7.15
2719;875;70;131,25;14,39927429;75;123;124;8.13
2720;812,5;65;121,875;14,38289544;95;111;128;9.88
2721;812,5;65;121,875;14,3665166;87;92;105;10.67
2722;812,5;65;121,875;14,35013775;91;111;104;10.32
2723;812,5;65;121,875;14,3337589;65;147;135;11.45
2724;562,5;45;84,375;14,3224197;70;130;177;11.72
2725;562,5;45;84,375;14,3110805;53;110;136;12.53
2726;562,5;45;84,375;14,2997413;82;139;104;11.04
2727;562,5;45;84,375;14,2884021;96;133;118;7.89
2728;562,5;45;84,375;14,27706289;97;125;151;8.43
2729;187,5;15;28,125;14,27328316;99;141;147;7.07
2730;187,5;15;28,125;14,26950343;72;103;190;6.45
2731;562,5;45;84,375;14,25816423;80;100;142;6.88
2732;687,5;55;103,125;14,2443052;66;97;133;6.67
2733;687,5;55;103,125;14,23044618;67;131;157;6.26
2734;687,5;55;103,125;14,21658715;94;120;173;11.8
2735;812,5;65;121,875;14,20020831;68;106;142;6.17
2736;812,5;65;121,875;14,18382946;70;122;108;7.66
2737;812,5;65;121,875;14,16745061;57;136;150;6.41
2738;812,5;65;121,875;14,15107176;60;115;177;9.25
2739;812,5;65;121,875;14,13469292;66;130;143;8.58
2740;812,5;65;121,875;14,11831407;87;126;134;7.69
2741;812,5;65;121,875;14,10193522;65;130;196;8.79
2742;950;76;142,5;14,08278457;56;113;100;8.92
2743;950;76;142,5;14,06363392;53;130;151;6.34
2744;950;76;142,5;14,04448327;86;125;188;10.17
2745;950;76;142,5;14,02533262;51;133;163;10.85
2746;962,5;77;144,375;14,00592998;69;90;102;8.65
2747;962,5;77;144,375;13,98652735;59;129;161;12.92
2748;962,5;77;144,375;13,96712471;61;110;193;11.89
2749;962,5;77;144,375;13,94772208;86;94;125;6.6
2750;962,5;77;144,375;13,92831945;76;95;162;6.52
2751;1087,5;87;163,125;13,90639699;70;143;162;7.39
2752;1087,5;87;163,125;13,88447453;91;113;156;9.01
2753;1087,5;87;163,125;13,86255208;70;97;169;7.39
2754;1087,5;87;163,125;13,84062962;83;95;172;7.78
2755;712,5;57;106,875;13,82626663;98;114;178;11.97
2756;712,5;57;106,875;13,81190364;62;148;143;12.05
2757;712,5;57;106,875;13,79754065;90;91;140;7.51
2758;712,5;57;106,875;13,78317766;64;109;123;7.21
2759;712,5;57;106,875;13,76881468;51;135;160;7.5
2760;812,5;65;121,875;13,75243583;64;115;187;11.09
2761;812,5;65;121,875;13,73605698;92;90;126;11.29
2762;812,5;65;121,875;13,71967813;91;146;152;8.46
2763;975;78;146,25;13,70002352;61;119;140;7.02
2764;975;78;146,25;13,6803689;50;103;176;6.31
2765;975;78;146,25;13,66071429;59;103;124;11.56
2766;975;78;146,25;13,64105967;77;146;133;6.36
2767;975;78;146,25;13,62140505;65;112;144;9.93
2768;975;78;146,25;13,60175044;68;99;196;11.02
2769;975;78;146,25;13,58209582;84;135;156;9.4
2770;937,5;75;140,625;13,56319715;83;102;172;7.9
2771;937,5;75;140,625;13,54429848;80;148;183;10.0
2772;937,5;75;140,625;13,52539981;80;124;119;12.68
2773;937,5;75;140,625;13,50650114;50;143;124;8.66
2774;937,5;75;140,625;13,48760247;65;117;135;11.03
2775;812,5;65;121,875;13,47122363;90;139;154;7.18
2776;812,5;65;121,875;13,45484478;72;143;146;12.56
2777;812,5;65;121,875;13,43846593;64;95;149;10.38
2778;812,5;65;121,875;13,42208709;87;145;149;10.51
2779;700;56;105;13,40797608;59;142;104;12.67
2780;700;56;105;13,39386507;64;113;170;6.3
2781;700;56;105;13,37975407;89;138;104;6.99
2782;700;56;105;13,36564306;63;103;132;7.55
2783;700;56;105;13,35153205;76;115;181;11.49
2784;700;56;105;13,33742105;68;94;109;8.71
2785;575;46;86,25;13,32582986;85;122;163;8.17
2786;575;46;86,25;13,31423868;57;147;135;11.96
2787;575;46;86,25;13,30264749;53;125;163;10.85
2788;712,5;57;106,875;13,2882845;55;123;188;6.39
2789;712,5;57;106,875;13,27392152;83;146;170;8.06
2790;712,5;57;106,875;13,25955853;99;114;175;6.5
2791;712,5;57;106,875;13,24519554;50;149;121;8.39
2792;712,5;57;106,875;13,23083255;50;122;196;7.02
2793;825;66;123,75;13,21420172;51;109;111;10.5
2794;825;66;123,75;13,19757089;72;102;125;6.3
2795;825;66;123,75;13,18094006;62;94;117;11.49
2796;825;66;123,75;13,16430923;96;128;126;10.68
2797;825;66;123,75;13,1476784;61;92;181;9.71
2798;950;76;142,5;13,12852775;65;130;167;11.86
2799;950;76;142,5;13,1093771;92;112;158;11.51
2800;687,5;55;103,125;13,09551808;63;91;171;11.42
2801;687,5;55;103,125;13,08165905;79;132;134;12.08
2802;562,5;45;84,375;13,07031985;76;135;195;6.59
2803;562,5;45;84,375;13,05898065;88;147;106;7.1
2804;562,5;45;84,375;13,04764145;99;121;193;11.83
2805;662,5;53;99,375;13,03428639;80;146;157;11.47
2806;662,5;53;99,375;13,02093133;58;114;190;8.36
2807;662,5;53;99,375;13,00757627;99;100;118;7.8
2808;287,5;23;43,125;13,00178067;58;149;104;9.7
2809;400;32;60;12,99371724;92;132;162;6.75
2810;525;42;78,75;12,98313399;68;131;130;9.54
2811;275;22;41,25;12,97759038;77;136;104;7.44
2812;162,5;13;24,375;12,97431461;79;113;112;8.11
2813;62,5;5;9,375;12,9730547;66;104;175;10.25
2814;187,5;15;28,125;12,96927496;80;111;186;10.61
2815;62,5;5;9,375;12,96801505;64;144;182;8.53
2816;187,5;15;28,125;12,96423532;66;93;171;12.1
2817;937,5;75;140,625;12,94533665;52;144;137;9.52
2818;1062,5;85;159,375;12,92391816;93;98;179;12.92
2819;1125;90;168,75;12,90123975;97;106;126;7.93
2820;1125;90;168,75;12,87856135;90;143;104;6.5
2821;1125;90;168,75;12,85588295;68;117;117;9.81
2822;1125;90;168,75;12,83320454;95;101;197;10.02
2823;1125;90;168,75;12,81052614;63;106;150;10.03
2824;1250;100;187,5;12,78532791;61;107;155;6.31
2825;1250;100;187,5;12,76012969;64;93;183;10.77
2826;1250;100;187,5;12,73493146;63;119;114;8.82
2827;1250;100;187,5;12,70973323;76;114;174;10.98
2828;1250;100;187,5;12,68453501;51;139;181;12.75
2829;1250;100;187,5;12,65933678;56;149;132;12.97
2830;600;48;90;12,64724163;55;103;118;11.96
2831;600;48;90;12,63514649;94;115;187;9.34
2832;600;48;90;12,62305134;95;145;108;9.55
2833;437,5;35;65,625;12,61423196;76;124;158;6.41
2834;275;22;41,25;12,60868835;84;106;171;12.53
2835;837,5;67;125,625;12,59180554;92;91;166;12.03
2836;837,5;67;125,625;12,57492273;63;97;160;8.99
2837;1087,5;87;163,125;12,55300027;87;130;168;10.26
2838;1087,5;87;163,125;12,53107781;87;106;159;8.0
2839;1087,5;87;163,125;12,50915536;89;129;108;9.81
2840;1087,5;87;163,125;12,4872329;92;90;188;12.08
2841;1087,5;87;163,125;12,46531044;72;109;173;12.3
2842;537,5;43;80,625;12,4544752;72;132;116;8.72
2843;287,5;23;43,125;12,44867961;57;97;166;6.27
2844;700;56;105;12,43456861;79;108;160;10.72
2845;975;78;146,25;12,41491399;80;100;124;10.58
2846;975;78;146,25;12,39525937;57;94;113;8.14
2847;975;78;146,25;12,37560476;74;102;169;11.77
2848;975;78;146,25;12,35595014;59;111;148;9.87
2849;975;78;146,25;12,33629552;51;139;181;6.12
2850;1225;98;183,75;12,31160126;60;93;139;8.53
2851;1225;98;183,75;12,286907;87;106;148;6.34
2852;1225;98;183,75;12,26221274;85;132;111;11.07
2853;1225;98;183,75;12,23751848;69;123;147;10.03
2854;950;76;142,5;12,21836783;96;143;183;8.95
2855;950;76;142,5;12,19921718;87;123;129;10.13
2856;950;76;142,5;12,18006652;75;102;163;11.75
2857;700;56;105;12,16595552;81;116;172;10.55
2858;700;56;105;12,15184451;51;97;194;9.75
2859;700;56;105;12,1377335;75;133;198;8.32
2860;562,5;45;84,375;12,1263943;98;135;116;9.23
2861;562,5;45;84,375;12,1150551;61;121;199;11.46
2862;150;12;22,5;12,11203131;57;132;172;11.79
2863;287,5;23;43,125;12,10623572;78;140;157;9.09
2864;425;34;63,75;12,09766832;56;93;107;12.53
2865;562,5;45;84,375;12,08632912;64;147;110;8.5
2866;812,5;65;121,875;12,06995028;51;90;107;6.5
2867;1000;80;150;12,04979169;80;137;163;7.19
2868;1000;80;150;12,02963311;72;128;171;12.13
2869;1000;80;150;12,00947453;94;91;144;10.95
2870;1000;80;150;11,98931595;89;96;188;12.73
2871;1000;80;150;11,96915737;63;109;186;6.03
2872;1087,5;87;163,125;11,94723491;56;135;160;7.44
2873;1087,5;87;163,125;11,92531246;96;117;183;11.16
2874;1087,5;87;163,125;11,90339;99;95;199;10.67
2875;1087,5;87;163,125;11,88146754;93;108;173;10.65
2876;1150;92;172,5;11,85828518;62;123;198;11.35
2877;1150;92;172,5;11,83510281;77;119;181;8.86
2878;1162,5;93;174,375;11,81166846;74;115;143;12.71
2879;1162,5;93;174,375;11,78823411;69;144;190;9.46
2880;962,5;77;144,375;11,76883147;55;98;182;9.06
2881;962,5;77;144,375;11,74942884;87;99;126;8.84
2882;962,5;77;144,375;11,73002621;91;96;149;10.41
2883;975;78;146,25;11,71037159;96;141;124;8.67
2884;1087,5;87;163,125;11,68844913;93;137;164;11.18
2885;1087,5;87;163,125;11,66652668;81;108;181;7.16
2886;1087,5;87;163,125;11,64460422;81;129;175;9.13
2887;1087,5;87;163,125;11,62268176;89;95;111;12.35
2888;1087,5;87;163,125;11,60075931;94;114;160;10.67
2889;1087,5;87;163,125;11,57883685;63;92;112;12.31
2890;1087,5;87;163,125;11,55691439;57;115;198;6.15
2891;975;78;146,25;11,53725978;61;96;133;10.97
2892;975;78;146,25;11,51760516;72;126;126;6.97
2893;975;78;146,25;11,49795054;63;103;111;7.22
2894;975;78;146,25;11,47829593;51;147;124;8.55
2895;875;70;131,25;11,46065717;98;108;166;9.91
2896;875;70;131,25;11,44301841;96;128;173;10.15
2897;875;70;131,25;11,42537965;68;145;133;7.25
2898;875;70;131,25;11,4077409;94;92;120;10.63
2899;875;70;131,25;11,39010214;75;99;188;12.11
2900;812,5;65;121,875;11,37372329;58;141;184;9.34
2901;812,5;65;121,875;11,35734444;81;149;107;12.64
2902;812,5;65;121,875;11,3409656;76;132;135;6.25
2903;812,5;65;121,875;11,32458675;69;116;185;12.89
2904;812,5;65;121,875;11,3082079;70;119;132;12.64
2905;812,5;65;121,875;11,29182906;73;114;121;12.22
2906;750;60;112,5;11,27671012;55;105;116;10.83
2907;750;60;112,5;11,26159118;66;112;142;9.92
2908;750;60;112,5;11,24647225;56;134;101;9.32
2909;750;60;112,5;11,23135331;84;124;195;12.12
2910;750;60;112,5;11,21623438;62;101;106;6.21
2911;875;70;131,25;11,19859562;66;119;133;12.82
2912;875;70;131,25;11,18095686;86;98;197;6.69
2913;875;70;131,25;11,1633181;66;124;144;12.33
2914;875;70;131,25;11,14567934;77;118;154;6.54
2915;875;70;131,25;11,12804059;80;128;179;12.03
2916;875;70;131,25;11,11040183;66;116;168;7.66
2917;875;70;131,25;11,09276307;83;97;130;8.24
2918;875;70;131,25;11,07512431;56;120;115;12.74
2919;875;70;131,25;11,05748555;70;112;188;10.65
2920;875;70;131,25;11,03984679;64;139;158;10.77
2921;812,5;65;121,875;11,02346795;68;122;142;9.2
2922;812,5;65;121,875;11,0070891;77;98;145;9.23
2923;812,5;65;121,875;10,99071025;92;123;124;12.8
2924;812,5;65;121,875;10,97433141;64;98;192;7.1
2925;562,5;45;84,375;10,96299221;71;100;123;11.44
2926;562,5;45;84,375;10,951653;88;128;178;11.17
2927;562,5;45;84,375;10,9403138;67;130;151;6.7
2928;562,5;45;84,375;10,9289746;99;117;145;9.95
2929;562,5;45;84,375;10,9176354;58;129;187;11.45
2930;187,5;15;28,125;10,91385566;54;104;109;9.62
2931;187,5;15;28,125;10,91007593;89;94;129;11.07
2932;562,5;45;84,375;10,89873673;80;126;137;7.5
2933;687,5;55;103,125;10,8848777;73;141;166;11.56
2934;687,5;55;103,125;10,87101868;94;106;178;9.18
2935;687,5;55;103,125;10,85715966;72;123;117;11.11
2936;812,5;65;121,875;10,84078081;70;106;130;10.15
2937;812,5;65;121,875;10,82440196;76;110;168;8.88
2938;812,5;65;121,875;10,80802312;72;114;111;12.95
2939;812,5;65;121,875;10,79164427;63;95;148;9.87
2940;812,5;65;121,875;10,77526542;54;117;147;12.03
2941;812,5;65;121,875;10,75888657;92;139;117;12.01
2942;812,5;65;121,875;10,74250773;73;93;104;9.75
2943;950;76;142,5;10,72335708;97;118;194;9.93
2944;950;76;142,5;10,70420642;64;106;131;10.06
2945;950;76;142,5;10,68505577;84;121;163;6.93
2946;950;76;142,5;10,66590512;86;144;141;9.84
2947;962,5;77;144,375;10,64650249;73;117;120;12.53
2948;962,5;77;144,375;10,62709985;99;115;135;8.96
2949;962,5;77;144,375;10,60769722;95;100;192;12.77
2950;962,5;77;144,375;10,58829458;53;106;193;9.53
2951;962,5;77;144,375;10,56889195;76;130;116;9.76
2952;1087,5;87;163,125;10,54696949;75;109;190;11.19
2953;1087,5;87;163,125;10,52504704;58;105;191;6.34
2954;1087,5;87;163,125;10,50312458;77;97;136;9.31
2955;1087,5;87;163,125;10,48120212;90;130;178;10.7
2956;712,5;57;106,875;10,46683913;99;121;189;12.57
2957;712,5;57;106,875;10,45247615;53;142;185;8.53
2958;712,5;57;106,875;10,43811316;65;93;142;7.31
2959;712,5;57;106,875;10,42375017;84;119;157;11.78
2960;712,5;57;106,875;10,40938718;84;145;143;8.45
2961;812,5;65;121,875;10,39300833;63;113;165;9.8
2962;812,5;65;121,875;10,37662949;53;129;127;8.75
2963;812,5;65;121,875;10,36025064;86;107;111;10.84
2964;975;78;146,25;10,34059602;56;105;195;11.14
2965;975;78;146,25;10,32094141;78;90;117;11.22
2966;975;78;146,25;10,30128679;66;122;107;6.35
2967;975;78;146,25;10,28163217;59;126;173;8.31
2968;975;78;146,25;10,26197756;66;125;180;10.74
2969;975;78;146,25;10,24232294;88;130;175;10.25
2970;975;78;146,25;10,22266832;95;125;179;7.23
2971;937,5;75;140,625;10,20376965;54;120;195;6.68
2972;937,5;75;140,625;10,18487099;55;143;154;9.89
2973;937,5;75;140,625;10,16597232;86;128;164;8.81
2974;937,5;75;140,625;10,14707365;66;140;106;11.67
2975;937,5;75;140,625;10,12817498;81;109;108;10.69
2976;812,5;65;121,875;10,11179613;92;102;166;8.9
2977;812,5;65;121,875;10,09541728;65;95;156;10.22
2978;812,5;65;121,875;10,07903844;50;138;178;7.57
2979;812,5;65;121,875;10,06265959;57;121;191;8.73
2980;700;56;105;10,04854858;73;112;149;12.94
2981;700;56;105;10,03443758;87;96;188;11.47
2982;700;56;105;10,02032657;97;121;115;9.08
2983;700;56;105;10,00621556;70;142;174;8.29
2984;700;56;105;9,992104556;61;109;171;10.57
2985;700;56;105;9,977993549;95;99;133;10.23
2986;575;46;86,25;9,966402365;90;113;162;10.08
2987;575;46;86,25;9,954811181;55;98;116;10.45
2988;575;46;86,25;9,943219997;97;125;171;6.45
2989;712,5;57;106,875;9,928857008;58;116;102;9.46
2990;712,5;57;106,875;9,91449402;64;115;148;7.31
2991;712,5;57;106,875;9,900131031;73;131;138;8.7
2992;712,5;57;106,875;9,885768042;69;123;131;7.26
2993;712,5;57;106,875;9,871405053;99;91;181;8.4
2994;825;66;123,75;9,854774224;51;136;165;8.31
2995;825;66;123,75;9,838143395;65;108;129;8.19
2996;825;66;123,75;9,821512566;66;96;105;8.05
2997;825;66;123,75;9,804881736;62;144;111;7.11
2998;825;66;123,75;9,788250907;58;132;112;7.89
2999;950;76;142,5;9,769100255;58;92;119;9.97
3000;950;76;142,5;9,749949604;68;119;121;7.76
3001;687,5;55;103,125;9,736090579;88;134;142;7.11
3002;687,5;55;103,125;9,722231555;66;127;196;12.72
3003;562,5;45;84,375;9,710892353;57;107;132;8.12
3004;562,5;45;84,375;9,699553151;82;106;195;7.85
3005;562,5;45;84,375;9,68821395;77;132;104;7.51
3006;662,5;53;99,375;9,67485889;96;111;125;9.26
3007;662,5;53;99,375;9,66150383;55;130;197;11.66
